State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
VIC,DONVALE,DISABILITIES|HOUSING,-37.7898009279799,145.19132181655078,16,16,1
VIC,DOREEN,HOUSING,-37.5970611481621,145.1432502312226,45,0,0
VIC,DOVETON,HOUSING,-37.988501204335634,145.23848124688712,25,9,2.7777777777777777
VIC,DROMANA,HOUSING,-38.33203627687734,145.0097728476755,18,3,6
VIC,DROPMORE,FAMILY VIOLENCE|HOUSING|LAW,-37.0411876829316,145.43909396621882,11,0,0
VIC,DROUIN,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.13538959699185,145.84874694562566,13,9,1.4444444444444444
VIC,DROUIN EAST,HOUSING,-38.12030361864709,145.89105335506838,1,0,0
VIC,DRUMMOND NORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.196045424002975,144.31654157683883,1,0,0
VIC,DRY DIGGINGS,HOUSING|SUPPORT & COUNSELLING,-37.29743294117333,144.1601104062341,2,0,0
VIC,DRYSDALE,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.17550139288969,144.59987310725612,2,3,0.6666666666666666
VIC,DUNKELD,HOUSING,-37.67651585536131,142.35903766188193,0,1,0
VIC,DUNOLLY,HOUSING,-36.8608360301555,143.71756361513357,1,2,0.5
VIC,EAGLE POINT,DISABILITIES|HOUSING|MENTAL HEALTH,-37.90082385082327,147.68110311561503,0,2,0
VIC,EAGLEHAWK,FAMILY VIOLENCE|HOUSING|LAW,-36.706636062578575,144.26568699315558,7,0,0
VIC,EAGLEHAWK NORTH,HOUSING|SUPPORT & COUNSELLING,-36.68836607410314,144.25671741577378,17,0,0
VIC,EAGLEMONT,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-37.76371750126791,145.0637412227781,2,8,0.25
VIC,EAST BAIRNSDALE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.84405975403023,147.66280561444998,1,0,0
VIC,EAST GEELONG,HOUSING,-38.155327316260305,144.38014968578088,4,2,2
VIC,EAST MELBOURNE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.81443732435266,144.9825846454209,59,7,8.428571428571429
VIC,EAST SALE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.10361729527771,147.14143689533157,0,1,0
VIC,EAST WARBURTON,DISABILITIES|HOUSING,-37.704348892815865,145.77675398678323,0,1,0
VIC,ECHUCA,DISABILITIES|HOUSING,-36.17262792906959,144.76085641455114,16,26,0.6153846153846154
VIC,ECHUCA VILLAGE,HOUSING,-36.1401898217237,144.82058285041754,7,0,0
VIC,ECHUCA WEST,HOUSING,-36.1756538794963,144.6713553406704,1,1,1
VIC,EDENHOPE,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.06694062412144,141.30508210224437,0,6,0
VIC,EDITHVALE,HOUSING|SUPPORT & COUNSELLING,-38.03750271804202,145.11500552862066,8,5,1.6
VIC,EILDON,HOUSING|SUPPORT & COUNSELLING,-37.38792085403084,145.99818679061096,1,3,0.3333333333333333
VIC,ELLIMINYT,FAMILY VIOLENCE|HOUSING|LAW,-38.37333069859397,143.58920026109885,1,0,0
VIC,ELMORE,HOUSING,-36.4987156,144.6076319,1,0,0
VIC,ELSTERNWICK,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.8858518885893,145.00700748738137,13,5,2.6
VIC,ELTHAM,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING,-37.717451680322874,145.1590914038825,29,15,1.9333333333333333
VIC,ELTHAM NORTH,HOUSING,-37.70029436334753,145.12984036481484,2,0,0
VIC,ELWOOD,HOUSING,-37.88079299579565,144.98548067960166,51,1,51
VIC,EMERALD,HOUSING,-37.946092863741946,145.43600139439357,6,2,3
VIC,ENDEAVOUR HILLS,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.97020388200741,145.256272339758,85,3,28.333333333333332
VIC,ENGLEFIELD,HOUSING,-37.3236840763885,141.81290324577532,1,0,0
VIC,EPPALOCK,DISABILITIES|HOUSING,-36.85245829317996,144.46058157116593,0,1,0
VIC,EPPING,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.63792739869574,145.01044502961673,312,26,12
VIC,EPSOM,HOUSING,-36.6902344,144.3223207,5,0,0
VIC,ESSENDON,HOUSING,-37.7498042685616,144.91091977045113,70,16,4.375
VIC,ESSENDON FIELDS,HOUSING|SUPPORT & COUNSELLING,-37.726746174093115,144.9011038711679,21,0,0
VIC,ESSENDON NORTH,DISABILITIES|HOUSING|MENTAL HEALTH,-37.73803268339931,144.9008288416664,2,3,0.6666666666666666
VIC,ESSENDON WEST,HOUSING|SUPPORT & COUNSELLING,-37.7540783238291,144.88509806125327,61,0,0
VIC,EUMEMMERRING,HOUSING,-37.998563544563936,145.24685132373077,32,0,0
VIC,EUREKA,HOUSING|SUPPORT & COUNSELLING,-37.56314145017095,143.87805724656255,6,0,0
VIC,EUROA,HOUSING,-36.76864574633778,145.56184596816414,2,5,0.4
VIC,EYNESBURY,HOUSING,-37.78833530819227,144.54289078363544,21,0,0
VIC,FAIRFIELD,HOUSING|SUPPORT & COUNSELLING,-37.78461503211412,145.01578500156023,12,9,1.3333333333333333
VIC,FAWKNER,HOUSING,-37.704650318609104,144.9692785565919,50,5,10
VIC,FERNTREE GULLY,DISABILITIES|HOUSING,-37.884360280842884,145.28043411356327,59,14,4.214285714285714
VIC,FISKVILLE,HOUSING,-37.68035158830616,144.23190426888107,6,0,0
VIC,FITZROY,HOUSING|SUPPORT & COUNSELLING,-37.80090869704221,144.97915726041012,113,50,2.26
VIC,FITZROY NORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.78389664507392,144.98429529133568,81,17,4.764705882352941
VIC,FLEMINGTON,HOUSING,-37.78675146377321,144.91929295004178,16,7,2.2857142857142856
VIC,FLORA HILL,HOUSING,-36.78117612708196,144.2956246359417,8,2,4
VIC,FLOWERDALE,HOUSING,-37.33206899907563,145.30275013913942,8,0,0
VIC,FLYNNS CREEK,HOUSING,-38.25254934496927,146.64200625017546,80,0,0
VIC,FOOTSCRAY,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.79815594170435,144.89719533184078,200,71,2.816901408450704
VIC,FOREST HILL,HEALTH|HOUSING,-37.839868466735254,145.17105162791066,6,17,0.35294117647058826
VIC,FOSTER,HOUSING,-38.672546480292205,146.1992886711165,2,3,0.6666666666666666
VIC,FOSTER NORTH,FAMILY VIOLENCE|HOUSING|LAW,-38.60624013616274,146.1639848663382,1,0,0
VIC,FRANKSTON,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.1481676725165,145.14567972721088,346,69,5.0144927536231885
VIC,FRANKSTON NORTH,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.123924143013845,145.16385728839404,74,3,24.666666666666668
VIC,FRANKSTON SOUTH,HOUSING,-38.17648382880803,145.1295564228929,16,15,1.0666666666666667
VIC,FREEBURGH,HOUSING|SUPPORT & COUNSELLING,-36.77075793334086,147.05888311888248,1,0,0
VIC,FULHAM,FAMILY VIOLENCE|HOUSING|LAW,-38.081364652149354,146.96996715957653,0,1,0
VIC,GANNAWARRA,DISABILITIES|HOUSING,-35.7175064502081,144.14026691201784,2,0,0
VIC,GARDENVALE,DISABILITIES|HOUSING|MENTAL HEALTH,-37.89812548936494,145.0091275297212,0,2,0
VIC,GEELONG,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.149918589721075,144.36171906647,267,55,4.8545454545454545
VIC,GEELONG WEST,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.13937818575722,144.3448832094834,16,16,1
VIC,GEMBROOK,FAMILY VIOLENCE|HOUSING|LAW,-37.94503359809361,145.63905671849903,1,0,0
VIC,GISBORNE,HOUSING,-37.51047786813516,144.56956165675285,6,3,2
VIC,GLADSTONE PARK,HOUSING,-37.689999716428815,144.8936985356178,5,2,2.5
VIC,GLEN HUNTLY,DISABILITIES|HOUSING,-37.89237024103515,145.04135203739327,2,3,0.6666666666666666
VIC,GLEN IRIS,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING,-37.85597701642222,145.06499520354512,34,8,4.25
VIC,GLEN WAVERLEY,HOUSING,-37.88160409722378,145.16817542635826,94,29,3.2413793103448274
VIC,GLENALBYN,HOUSING,-36.4608883,143.6771119,1,0,0
VIC,GLENGARRY,HOUSING,-38.12768917910547,146.6353176900471,1,0,0
VIC,GLENGOWER,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-37.214471784452144,143.87336363372904,1,0,0
VIC,GLENISLA,HOUSING,-37.22555077278432,142.269810673889,1,0,0
VIC,GLENORCHY,HOUSING,-36.907854267358154,142.64525344270268,1,0,0
VIC,GLENORMISTON NORTH,HOUSING,-38.139160095018106,142.9901536609924,1,0,0
VIC,GLENROY,HOUSING|LAW|SUPPORT & COUNSELLING,-37.702633910389615,144.92729122605863,71,26,2.730769230769231
VIC,GLENTHOMPSON,HOUSING|SUPPORT & COUNSELLING,-37.6380241,142.5455226,1,0,0
VIC,GOLDEN BEACH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.22922807811169,147.36279328998796,2,0,0
VIC,GOLDEN SQUARE,HOUSING,-36.77383278308288,144.2527801536045,9,5,1.8
VIC,GOROKE,HOUSING|SUPPORT & COUNSELLING,-36.671409255406424,141.48884185297072,0,1,0
VIC,GOWANBRAE,HOUSING,-37.70304266545216,144.89765345787578,37,0,0
VIC,GRAMPIANS,HOUSING,-37.348964210551514,142.32990699419602,2,0,0
VIC,GRAND RIDGE,HOUSING,-38.47937842151016,146.3986260810988,3,0,0
VIC,GREAT WESTERN,FAMILY VIOLENCE|HOUSING|LAW,-37.166711410120925,142.881946869655,1,0,0
VIC,GREENSBOROUGH,HOUSING,-37.698922664390956,145.10711268572086,110,18,6.111111111111111
VIC,GREENVALE,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.63654254990404,144.8797355833103,22,2,11
VIC,GROVEDALE,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.203082945896675,144.33183446071388,8,17,0.47058823529411764
VIC,GRUYERE,HOUSING,-37.730131469539636,145.46551361384672,10,0,0
VIC,GUILDFORD,HOUSING,-37.18809588945348,144.16554845006792,2,0,0
VIC,GUYS HILL,FAMILY VIOLENCE|HOUSING|LAW,-38.01374699596493,145.39167072620862,9,0,0
VIC,HADFIELD,HOUSING,-37.71015705155275,144.95007946624662,20,0,0
VIC,HALLAM,DISABILITIES|HEALTH|HOUSING,-38.007569674506044,145.2690211758535,37,9,4.111111111111111
VIC,HALLS GAP,HOUSING,-37.1236923514374,142.52766852533628,0,3,0
VIC,HAMILTON,HOUSING|SUPPORT & COUNSELLING,-37.74559354609572,142.0178997209349,27,25,1.08
VIC,HAMLYN HEIGHTS,HOUSING,-38.12100164920039,144.3239860457572,1,6,0.16666666666666666
VIC,HAMPTON,DISABILITIES|HOUSING,-37.93787740409112,145.00926798038313,76,5,15.2
VIC,HAMPTON EAST,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.938811215739214,145.030627382701,10,6,1.6666666666666667
VIC,HAMPTON PARK,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-38.038633536256356,145.26866296410688,83,3,27.666666666666668
VIC,HARKAWAY,HOUSING|SUPPORT & COUNSELLING,-37.9941957334676,145.36002270162606,60,0,0
VIC,HARKNESS,FAMILY VIOLENCE|HOUSING|LAW,-37.65470491485809,144.57005288996052,2,0,0
VIC,HASTINGS,DISABILITIES|HOUSING,-38.29719254894627,145.1849766207136,84,16,5.25
VIC,HAWTHORN,ALCOHOL & OTHER DRUGS|EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.82480286547642,145.03207543545741,163,17,9.588235294117647
VIC,HAWTHORN EAST,DISABILITIES|HOUSING,-37.8311987744034,145.05007672359682,25,10,2.5
VIC,HAZELWOOD NORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.27054882690361,146.47871998897915,111,0,0
VIC,HEALESVILLE,HOUSING|SUPPORT & COUNSELLING,-37.660256853521624,145.55094026430393,13,11,1.1818181818181819
VIC,HEATHCOTE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.91536990053898,144.722489718096,1,2,0.5
VIC,HEATHCOTE JUNCTION,HOUSING,-37.382369405804916,145.0437668127518,1,0,0
VIC,HEATHERTON,HOUSING,-37.956030606233305,145.0928758804891,13,0,0
VIC,HEATHMONT,HOUSING,-37.83079461507959,145.24408139434854,10,6,1.6666666666666667
VIC,HEIDELBERG,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.75251915798128,145.06990548608474,28,12,2.3333333333333335
VIC,HEIDELBERG HEIGHTS,DISABILITIES|HOUSING,-37.743250725972615,145.05348632874887,75,2,37.5
VIC,HEIDELBERG WEST,HOUSING,-37.73816547948338,145.04350529140237,33,7,4.714285714285714
VIC,HEPBURN,FAMILY VIOLENCE|HOUSING|LAW,-37.31189975682685,144.12765301180139,2,0,0
VIC,HEYFIELD,HEALTH|HOUSING,-37.97805561316862,146.77490369617334,0,3,0
VIC,HEYWOOD,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.13434631529999,141.6469694820775,1,7,0.14285714285714285
VIC,HIGHETT,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.95037659584895,145.04044473115886,42,22,1.9090909090909092
VIC,HIGHTON,HOUSING,-38.170461125214146,144.31147501520113,6,6,1
VIC,HILLSIDE,HOUSING,-37.69045163769606,144.7416927475908,105,0,0
VIC,HMAS CERBERUS,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.381234488469296,145.1983107873095,0,1,0
VIC,HOPETOUN,HOUSING,-35.709040747196006,142.35198233071702,0,2,0
VIC,HOPETOUN PARK,HOUSING,-37.701597798327654,144.50510148109925,2,0,0
VIC,HOPPERS CROSSING,HOUSING,-37.86650125348044,144.6946605465646,55,6,9.166666666666666
VIC,HORSHAM,HOUSING|SUPPORT & COUNSELLING,-36.71886282603629,142.19623168584727,44,61,0.7213114754098361
VIC,HOWQUA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.242549032415795,146.19329929803928,1,0,0
VIC,HUGHESDALE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.89947866631636,145.08113663765585,7,4,1.75
VIC,HUON CREEK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-36.1518464,146.8100219,2,0,0
VIC,HURSTBRIDGE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.63780439272869,145.1947654200213,2,0,0
VIC,INGLEWOOD,HOUSING,-36.59713440368883,143.85440564588245,0,2,0
VIC,INVERGORDON,HOUSING,-36.14609443547239,145.5849563325386,6,0,0
VIC,INVERLOCH,HOUSING,-38.615245650551884,145.72425525726138,13,2,6.5
VIC,IRONBARK,HOUSING,-36.754801491478425,144.26366769955487,93,0,0
VIC,IRYMPLE,HOUSING,-34.25257150902267,142.16877354418148,5,3,1.6666666666666667
VIC,IVANHOE,DISABILITIES|HEALTH|HOUSING,-37.76784237906873,145.04368744815625,31,7,4.428571428571429
VIC,IVANHOE EAST,HOUSING,-37.77347754534622,145.06181707324419,1,5,0.2
VIC,JACANA,HOUSING,-37.6871948,144.90689740000002,141,0,0
VIC,JACKASS FLAT,FAMILY VIOLENCE|HOUSING|LAW,-36.7109691,144.2846604,2,0,0
VIC,JAN JUC,FAMILY VIOLENCE|HOUSING|LAW,-38.34465786132804,144.29526774309858,8,0,0
VIC,JEPARIT,HOUSING,-36.10045062759251,141.97424108931597,12,3,4
VIC,JILPANGER,FAMILY VIOLENCE|HOUSING|LAW,-36.91000698903969,141.74619661873018,1,0,0
VIC,JUNCTION VILLAGE,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.136025015035784,145.29142524976675,0,2,0
VIC,JUNORTOUN,DISABILITIES|HOUSING|MENTAL HEALTH,-36.77058858235486,144.36423622951196,0,1,0
VIC,KALKALLO,HOUSING|SUPPORT & COUNSELLING,-37.52592420770618,144.9603648243019,5,0,0
VIC,KALLISTA,HOUSING,-37.90023613349523,145.4042128749396,3,1,3
VIC,KALORAMA,FAMILY VIOLENCE|HOUSING|LAW,-37.81813246684394,145.38323864634796,1,0,0
VIC,KANGAROO FLAT,HOUSING,-36.80669965116246,144.24183614812222,2,3,0.6666666666666666
VIC,KANGAROO GROUND,HOUSING,-37.689377132339416,145.23197062967773,2,0,0
VIC,KANIVA,HOUSING|SUPPORT & COUNSELLING,-36.38304694743546,141.26492248886464,2,4,0.5
VIC,KATAMATITE,HOUSING,-36.075353080536956,145.69203017264687,3,0,0
VIC,KATUNGA,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-35.999733397763976,145.46545466030804,4,0,0
VIC,KEALBA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.73732571197798,144.8281376354937,2,0,0
VIC,KEILOR,HOUSING,-37.70727006876196,144.82717251485397,7,2,3.5
VIC,KEILOR DOWNS,HOUSING,-37.72060243614426,144.8041246442747,6,4,1.5
VIC,KEILOR EAST,DISABILITIES|HOUSING,-37.73879097811831,144.85682514472603,47,7,6.714285714285714
VIC,KEILOR PARK,HOUSING,-37.7191125676544,144.85189711401125,45,0,0
VIC,KELLALAC,FAMILY VIOLENCE|HOUSING|LAW,-36.36681112505382,142.40297609246466,4,0,0
VIC,KENSINGTON,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-37.794347310842845,144.92706626061272,52,21,2.4761904761904763
VIC,KERANG,HOUSING,-35.72461442536511,143.9454987827305,2,14,0.14285714285714285
VIC,KEW,HOUSING,-37.80342733658195,145.0331940375899,59,19,3.1052631578947367
VIC,KEW EAST,DISABILITIES|HOUSING,-37.79062749565601,145.05253831440154,6,8,0.75
VIC,KEYSBOROUGH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.00532078463611,145.16734867909173,87,5,17.4
VIC,KIALLA,HOUSING|SUPPORT & COUNSELLING,-36.44878952718922,145.413139480407,1,6,0.16666666666666666
VIC,KILLINGWORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.18121426887162,145.43187313080222,2,0,0
VIC,KILMORE,DISABILITIES|HEALTH|HOUSING,-37.30165768229455,144.94973486547863,13,3,4.333333333333333
VIC,KILMORE EAST,FAMILY VIOLENCE|HOUSING|LAW,-37.278287226748226,145.01122874822326,1,0,0
VIC,KILSYTH,DISABILITIES|HOUSING,-37.8143891672458,145.31849034054233,22,17,1.2941176470588236
VIC,KINGLAKE,HOUSING|SUPPORT & COUNSELLING,-37.51082918680773,145.35683704577272,2,2,1
VIC,KINGS PARK,FAMILY VIOLENCE|HOUSING|LAW,-37.73371693877894,144.77196867508184,10,0,0
VIC,KINGSBURY,HOUSING,-37.7139677,145.0446685,5,0,0
VIC,KINGSTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.37824517625389,143.95679365847818,1,0,0
VIC,KINGSVILLE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.80885462816281,144.87943191916844,0,6,0
VIC,KNEBSWORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.98882805066968,141.8716756072697,1,0,0
VIC,KNOXFIELD,HOUSING,-37.89056504517587,145.24937942033142,33,4,8.25
VIC,KOO WEE RUP,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.187826731031365,145.48762290891057,0,3,0
VIC,KOONDROOK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.643485998718724,144.10933524036878,2,0,0
VIC,KOOYONG,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.84137445716219,145.03583632225227,0,2,0
VIC,KOROBEIT,HOUSING,-37.581272128802716,144.34310379083146,1,0,0
VIC,KOROIT,HOUSING,-38.273627866197266,142.3727060778552,4,0,0
VIC,KORUMBURRA,HOUSING,-38.437848182683055,145.81508803090205,11,7,1.5714285714285714
VIC,KURUNJANG,HOUSING,-37.66090404254869,144.5914803437649,12,0,0
VIC,KYABRAM,DISABILITIES|FOOD|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-36.32708617312306,145.03638603449073,10,15,0.6666666666666666
VIC,KYABRAM SOUTH,FAMILY VIOLENCE|HOUSING|LAW,-36.38482102681829,145.06791957624978,1,0,0
VIC,KYNETON,DISABILITIES|FOOD|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.22738318333774,144.45867052400334,5,14,0.35714285714285715
VIC,KYVALLEY,HOUSING,-36.280716329623694,145.00557576112823,5,0,0
VIC,LADYS PASS,FAMILY VIOLENCE|HOUSING|LAW,-36.820672338078964,144.69242600669304,2,0,0
VIC,LAKE EILDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.18271537791822,145.96797768274055,1,0,0
VIC,LAKE WENDOUREE,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING,-37.55015606101131,143.8340145471169,0,2,0
VIC,LAKES ENTRANCE,EMPLOYMENT|HOUSING|SUPPORT & COUNSELLING,-37.85389888145649,148.00092741146872,19,14,1.3571428571428572
VIC,LALOR,DISABILITIES|HOUSING|MENTAL HEALTH,-37.66584667832597,145.0074695116206,90,2,45
VIC,LANCE CREEK,HOUSING,-38.548125476036056,145.67425414894595,44,0,0
VIC,LANCEFIELD,DISABILITIES|HOUSING|MENTAL HEALTH,-37.26125690575371,144.71149865694204,1,2,0.5
VIC,LANG LANG,HOUSING,-38.29542297730044,145.5820000224771,13,0,0
VIC,LANGI KAL KAL,HOUSING|LAW,-37.37976556519693,143.49727782883207,0,1,0
VIC,LANGLEY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.150067105146654,144.5010803727414,6,0,0
VIC,LANGWARRIN,HOUSING,-38.15457470911654,145.19738868045272,36,0,0
VIC,LARA,HOUSING,-38.00479208944228,144.40188257907946,30,5,6
VIC,LARDNER,HOUSING|SUPPORT & COUNSELLING,-38.217593208450985,145.87338885468844,1,0,0
VIC,LAUNCHING PLACE,HOUSING,-37.77804339540735,145.57617660082548,7,0,0
VIC,LAVERTON,DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.85918743807476,144.7674938098354,98,2,49
VIC,LAVERTON NORTH,HOUSING,-37.83005440909492,144.78699995963865,9,0,0
VIC,LEARMONTH,DISABILITIES|HOUSING,-37.42077414112189,143.7219955684219,0,2,0
VIC,LEITCHVILLE,HOUSING,-35.91301097524556,144.29118737494665,1,0,0
VIC,LEONGATHA,HOUSING,-38.47403259358956,145.94366820308437,5,25,0.2
VIC,LEOPOLD,HOUSING,-38.19444615425968,144.46708883075726,14,5,2.8
VIC,LILYDALE,HOUSING,-37.75566464725503,145.3678112647179,126,26,4.846153846153846
VIC,LINDENOW SOUTH,DISABILITIES|HOUSING,-37.86837271350242,147.42260007355074,51,0,0
VIC,LISMORE,HOUSING,-37.968208293245034,143.35068761180443,3,0,0
VIC,LITTLE RIVER,HOUSING,-37.93197832295702,144.46680667475937,2,1,2
VIC,LOCKWOOD SOUTH,FAMILY VIOLENCE|HOUSING|LAW,-36.87232738189044,144.14284727693763,1,0,0
VIC,LOGAN,HOUSING,-36.62781993728949,143.4839236119677,18,0,0
VIC,LONG FOREST,FAMILY VIOLENCE|HOUSING|LAW,-37.6379233,144.5107592,8,0,0
VIC,LONG GULLY,EMPLOYMENT|HEALTH|HOUSING|LAW,-36.74309711939783,144.2582135568285,1,3,0.3333333333333333
VIC,LONGERENONG,HOUSING,-36.68413290541723,142.34455931818684,0,1,0
VIC,LONGWARRY,FOOD|HOUSING,-38.12256143324279,145.77195639324685,0,1,0
VIC,LONGWARRY NORTH,HOUSING|SUPPORT & COUNSELLING,-38.08049135983882,145.78186908968553,3,0,0
VIC,LORNE,HOUSING,-38.53330346189012,143.92575731747712,2,3,0.6666666666666666
VIC,LOVELY BANKS,FAMILY VIOLENCE|HOUSING|LAW,-38.04070313425397,144.32235780410926,1,0,0
VIC,LOWER PLENTY,DISABILITIES|HOUSING,-37.73881848236744,145.11617185497641,7,5,1.4
VIC,LUCAS,HOUSING|SUPPORT & COUNSELLING,-37.55411084187457,143.7690839769837,162,3,54
VIC,LUCKNOW,HOUSING,-37.80913818974078,147.64773991829207,1,0,0
VIC,LYNBROOK,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-38.055827358107535,145.25611998809293,34,8,4.25
VIC,LYNDHURST,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-38.06849349611549,145.2307036766386,2,0,0
VIC,LYSTERFIELD,HOUSING,-37.93534028393276,145.30082923829227,0,3,0
VIC,LYSTERFIELD SOUTH,HOUSING,-37.958771088586275,145.27150267707037,1,0,0
VIC,MACEDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.428161179391466,144.55567450927074,1,0,0
VIC,MACLEOD,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.721213313547764,145.07046376551335,21,8,2.625
VIC,MADDINGLEY,HOUSING,-37.68764544081229,144.41854858132814,1,0,0
VIC,MAFFRA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.95761127846326,146.99383300926348,1,6,0.16666666666666666
VIC,MAIDSTONE,HOUSING|SUPPORT & COUNSELLING,-37.78192951968649,144.8741421333675,12,14,0.8571428571428571
VIC,MAILORS FLAT,FAMILY VIOLENCE|HOUSING|LAW,-38.2880206107986,142.4647801946565,1,0,0
VIC,MAIN LEAD,HOUSING,-37.385879186061715,143.3770166939467,4,0,0
VIC,MALDON,EMPLOYMENT|HEALTH|HOUSING|LAW,-36.9979400510375,144.0702966989497,0,3,0
VIC,MALLACOOTA,HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.5098182416312,149.79887232280853,0,6,0
VIC,MALVERN,DISABILITIES|FOOD|HOUSING|SUPPORT & COUNSELLING,-37.85681648137771,145.03500993271737,17,3,5.666666666666667
VIC,MALVERN EAST,HOUSING,-37.87662990749509,145.065400486274,55,32,1.71875
VIC,MAMBOURIN,HOUSING,-37.899755010354816,144.55315238763222,68,0,0
VIC,MANANGATANG,HOUSING,-35.05277487340473,142.90027712986412,0,2,0
VIC,MANSFIELD,DISABILITIES|HOUSING|MENTAL HEALTH,-37.058119878720156,146.079750614052,2,6,0.3333333333333333
VIC,MARAMINGO CREEK,FAMILY VIOLENCE|HOUSING|LAW,-37.397377130475725,149.62015950602137,1,0,0
VIC,MARDAN,HOUSING|SUPPORT & COUNSELLING,-38.47124967744197,146.12693245546816,8,0,0
VIC,MARIBYRNONG,HOUSING,-37.772691002496686,144.8877634622695,17,0,0
VIC,MARSHALL,HOUSING,-38.19752532769588,144.3572626561265,0,4,0
VIC,MARYBOROUGH,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.0473331344883,143.7446051994402,17,19,0.8947368421052632
