State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
SA,MOUNT BARKER,HOUSING,-35.08090394331087,138.8634633267449,7,11,0.6363636363636364
SA,MOUNT BARKER JUNCTION,HOUSING,-35.025750840453455,138.8686090645509,22,0,0
SA,MOUNT COMPASS,HOUSING,-35.35946029617127,138.5951179471395,3,0,0
SA,MOUNT GAMBIER,HOUSING,-37.82842174256621,140.78035467276305,44,31,1.4193548387096775
SA,MOUNT MAGNIFICENT,HOUSING,-35.3104426156967,138.6965342638536,4,0,0
SA,MULLAQUANA,HOUSING,-33.05754209163543,137.53251639458392,39,0,0
SA,MUNNO PARA,HOUSING,-34.68584287871366,138.67778508944758,10,0,0
SA,MUNNO PARA DOWNS,HOUSING,-34.64740838835646,138.68609744558856,43,0,0
SA,MUNNO PARA WEST,HOUSING,-34.657273090539256,138.66979652552655,2,0,0
SA,MURRAY BRIDGE,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.13114865431678,139.26509239800396,34,30,1.1333333333333333
SA,MURRAY BRIDGE EAST,HOUSING,-35.11730691497275,139.31324607264867,2,0,0
SA,MURRAY BRIDGE SOUTH,DISABILITIES|HOUSING,-35.166274443648064,139.27665114838038,0,1,0
SA,MYRTLE BANK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.96057241531316,138.6337860855782,16,9,1.7777777777777777
SA,NAILSWORTH,HOUSING,-34.88436778092798,138.60618670404682,6,0,0
SA,NANGWARRY,HOUSING,-37.5452207,140.8180004,11,0,0
SA,NARACOORTE,HOUSING|SUPPORT & COUNSELLING,-36.946536350884664,140.74309295288023,3,19,0.15789473684210525
SA,NARRIDY,HOUSING,-33.422501264043056,138.31549903365203,1,0,0
SA,NARRUNG,HOUSING|SUPPORT & COUNSELLING,-35.581355040886095,139.158851205664,2,0,0
SA,NECTAR BROOK,HOUSING,-32.71090939147326,137.99916299390148,2,0,0
SA,NETLEY,DISABILITIES|HOUSING,-34.94936712908984,138.54919360479965,0,3,0
SA,NEW TOWN,HOUSING,-33.95386690733087,137.6946334417559,1,0,0
SA,NEW WELL,FAMILY VIOLENCE|HOUSING|LAW,-34.3734507393044,139.90411596225388,1,0,0
SA,NEWTON,HOUSING,-34.882029059087074,138.68240415225915,17,0,0
SA,NOARLUNGA,HOUSING,-35.07723342715813,138.60476666991707,10,0,0
SA,NOARLUNGA CENTRE,HOUSING|SUPPORT & COUNSELLING,-35.14089615032368,138.4961128702395,5,12,0.4166666666666667
SA,NOARLUNGA DOWNS,HOUSING,-35.15665090947682,138.49845170306526,0,2,0
SA,NORTH ADELAIDE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.908434663795305,138.59537071259763,26,8,3.25
SA,NORTH HAVEN,HOUSING,-34.78716109673486,138.49059977413225,16,0,0
SA,NORTH PLYMPTON,HOUSING,-34.95576056047673,138.54952630161836,8,8,1
SA,NORTHFIELD,HOUSING,-34.84837693655442,138.6261289459204,5,1,5
SA,NORTHGATE,DISABILITIES|HEALTH|HOUSING,-34.85257892526478,138.63121550044357,2,1,2
SA,NORWOOD,HOUSING,-34.9213466227019,138.6320882640747,16,5,3.2
SA,NULLARBOR,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.056130648691813,130.47904307295212,6,0,0
SA,NURIOOTPA,HOUSING,-34.46567370365122,138.9830361365642,2,3,0.6666666666666666
SA,NURRAGI,FAMILY VIOLENCE|HOUSING|LAW,-35.35706358799615,138.9100075438658,1,0,0
SA,O'SULLIVAN BEACH,HOUSING,-35.12105728110996,138.47595086187002,13,0,0
SA,OAKDEN,DISABILITIES|HOUSING,-34.852776340506125,138.64328885797778,1,3,0.3333333333333333
SA,OAKLANDS PARK,HOUSING|SUPPORT & COUNSELLING,-35.00669280094487,138.54456269334955,16,13,1.2307692307692308
SA,OLD CALPERUM,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.221678685266916,140.6837563272334,6,0,0
SA,OLD NOARLUNGA,HOUSING,-35.18272310070244,138.50366715344566,27,0,0
SA,OLD REYNELLA,HOUSING,-35.09683866002785,138.5404475418505,16,1,16
SA,ONE TREE HILL,HOUSING|SUPPORT & COUNSELLING,-34.71674591186363,138.7491953091094,62,0,0
SA,OODNADATTA,HOUSING,-27.54232975918144,135.42032003583685,2,0,0
SA,ORROROO,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.69531117325663,138.68989685066265,0,1,0
SA,OVINGHAM,HOUSING|LAW,-34.898588687245955,138.58526258097578,12,0,0
SA,PANORAMA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.000736286969186,138.5973717626676,1,1,1
SA,PARA HILLS,HEALTH|HOUSING,-34.81175265684747,138.65559197319666,20,2,10
SA,PARA VISTA,HOUSING,-34.83148849400756,138.66693231066367,13,0,0
SA,PARACHILNA,HOUSING,-31.230657659226154,138.40923298770608,1,0,0
SA,PARADISE,HOUSING,-34.87107357923451,138.67626794427977,0,9,0
SA,PARAFIELD GARDENS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.78256410712889,138.6107204622167,49,6,8.166666666666666
SA,PARALOWIE,HOUSING,-34.7570598858816,138.60812421576873,156,0,0
SA,PARAMATTA,HOUSING,-34.03766282912768,137.6288877542937,3,0,0
SA,PARK HOLME,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.9944528,138.5537441,3,0,0
SA,PARKSIDE,DISABILITIES|HEALTH|HOUSING,-34.946260843163074,138.6166629257705,4,14,0.2857142857142857
SA,PASADENA,FAMILY VIOLENCE|HOUSING|LAW,-35.00274283936052,138.5886194144407,15,0,0
SA,PATA,FAMILY VIOLENCE|HOUSING|LAW,-34.572938085333014,140.54094374716234,1,0,0
SA,PAYNEHAM,HOUSING,-34.89890921130227,138.64222747936373,2,1,2
SA,PAYNEHAM SOUTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.90480578698853,138.6444754612164,0,2,0
SA,PENNINGTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.8575572041479,138.53164508576089,22,2,11
SA,PENOLA,HOUSING,-37.39452147337499,140.88301985603857,0,3,0
SA,PETERBOROUGH,HOUSING,-32.96699634902585,138.85159521892442,1,5,0.2
SA,PETERHEAD,HOUSING,-34.83121894444211,138.499920342707,1,0,0
SA,PICCADILLY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.97825285747483,138.73347503483174,2,0,0
SA,PINE POINT,HOUSING,-34.57815104234748,137.85992948504037,2,0,0
SA,PINNAROO,HOUSING,-35.325814225303915,140.87344187827847,0,2,0
SA,PLYMPTON,FAMILY VIOLENCE|HOUSING|LAW,-34.96207464453779,138.55489013447095,15,0,0
SA,POINT PEARCE,HOUSING|SUPPORT & COUNSELLING,-34.4349896876127,137.49108431437597,0,3,0
SA,POINT TURTON,HOUSING,-34.9490512192811,137.34301548032917,3,0,0
SA,POORAKA,HOUSING,-34.82570858333375,138.62286886330486,4,1,4
SA,PORT ADELAIDE,HEALTH|HOUSING|LAW,-34.8342849411252,138.51235146600226,38,12,3.1666666666666665
SA,PORT AUGUSTA,HOUSING|MENTAL HEALTH,-32.49547496641491,137.7894926527337,38,24,1.5833333333333333
SA,PORT BROUGHTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.66639905712074,137.95518550193813,0,4,0
SA,PORT DAVIS,HOUSING,-33.238885004203304,137.87940507193784,1,0,0
SA,PORT ELLIOT,HOUSING,-35.50720143075528,138.6726446722358,0,7,0
SA,PORT LINCOLN,HOUSING,-34.73019786996271,135.8504867262538,11,17,0.6470588235294118
SA,PORT NEILL,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.06503030032736,136.31775668764257,1,0,0
SA,PORT NOARLUNGA,HOUSING,-35.149688237876454,138.47671146135332,0,4,0
SA,PORT NOARLUNGA SOUTH,HOUSING,-35.16440377435886,138.4756394672397,6,0,0
SA,PORT PIRIE,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.171203677912914,138.0087917558783,44,22,2
SA,PORT PIRIE SOUTH,DISABILITIES|EMPLOYMENT|FOOD|HEALTH|HOUSING|MENTAL HEALTH,-33.21122013781758,138.0268643430053,1,1,1
SA,PORT VINCENT,HOUSING,-34.76948299701064,137.82970323481862,1,0,0
SA,PORT WILLUNGA,HOUSING,-35.25963008007746,138.46370065258026,4,0,0
SA,PROSPECT,HOUSING,-34.88272691780748,138.59284826360425,6,8,0.75
SA,PYGERY,HOUSING|SUPPORT & COUNSELLING,-32.93217180847361,135.41738212933942,1,0,0
SA,QUORN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.35902071307934,138.05630460444567,0,2,0
SA,REDWOOD PARK,HOUSING,-34.81155402816119,138.70694546205533,15,0,0
SA,REGENCY PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-34.86254842164924,138.57240484039315,11,3,3.6666666666666665
SA,REID,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.601015263002076,138.72951898602048,30,0,0
SA,RENMARK,HOUSING|SUPPORT & COUNSELLING,-34.16763787260642,140.7480927123267,13,4,3.25
SA,REYNELLA,HOUSING|SUPPORT & COUNSELLING,-35.09657826483207,138.52162362363467,2,6,0.3333333333333333
SA,REYNELLA EAST,HOUSING,-35.088097471607924,138.55268542056442,1,0,0
SA,RHYNIE,HOUSING|SUPPORT & COUNSELLING,-34.140165534946135,138.68173459342628,1,0,0
SA,RICHMOND,HOUSING,-34.93864550059564,138.56212665136772,3,0,0
SA,RIDGEHAVEN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.821259589758284,138.70465984380388,0,2,0
SA,RIDLEYTON,DISABILITIES|HOUSING,-34.89419725066131,138.57045396842827,3,0,0
SA,RISDON PARK,HOUSING,-33.193479601017856,137.96429357801196,1,0,0
SA,RISDON PARK SOUTH,FAMILY VIOLENCE|HOUSING|LAW,-33.21781678903182,137.97437208801745,2,0,0
SA,RIVERTON,HOUSING,-34.167584870462974,138.7650663842079,0,4,0
SA,ROBE,HOUSING,-37.20206134834257,139.83905953476219,1,0,0
SA,ROBERTSON,FAMILY VIOLENCE|HOUSING|LAW,-37.10470333221677,140.70280870754686,1,0,0
SA,ROSEWATER,HOUSING,-34.85251546472925,138.52131980293873,1,2,0.5
SA,ROSTREVOR,HOUSING,-34.89385771870253,138.69182660415333,4,3,1.3333333333333333
SA,ROWLAND FLAT,DISABILITIES|HOUSING,-34.57296589889735,138.9372479944553,8,0,0
SA,ROXBY DOWNS,HOUSING,-30.542351900896016,136.9250547886267,3,0,0
SA,ROXBY DOWNS STATION,HOUSING,-30.627772115691553,136.6673291248463,5,0,0
SA,ROYAL PARK,FOOD|HOUSING,-34.87083354998347,138.5074154907065,3,0,0
SA,ROYSTON PARK,HOUSING,-34.897327041108944,138.62995240570768,0,1,0
SA,SADDLEWORTH,HOUSING|SUPPORT & COUNSELLING,-34.04568634249043,138.8083871677846,2,0,0
SA,SAINTS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.15432153626685,138.3405374793695,1,0,0
SA,SALISBURY,HOUSING,-34.764051309938395,138.64186197666433,53,12,4.416666666666667
SA,SALISBURY DOWNS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.77178509761611,138.62432848527718,8,0,0
SA,SALISBURY EAST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.781060285166845,138.6727950548404,5,0,0
SA,SALISBURY NORTH,HEALTH|HOUSING,-34.745951576693535,138.62764302977413,2,1,2
SA,SALISBURY PARK,HOUSING,-34.7587218955873,138.6682261787483,3,0,0
SA,SALISBURY PLAIN,HOUSING|LAW,-34.767413166811664,138.66062208356686,46,0,0
SA,SALISBURY SOUTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.78278530460316,138.64295390286392,1,1,1
SA,SEACLIFF,HOUSING|SUPPORT & COUNSELLING,-35.0276726,138.520214,1,0,0
SA,SEACLIFF PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.04265721851474,138.52945749897478,8,0,0
SA,SEACOMBE GARDENS,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-35.02336321987257,138.5458041289719,4,0,0
SA,SEAFORD,HOUSING,-35.185797384961965,138.47725695160477,7,0,0
SA,SEAFORD MEADOWS,HOUSING,-35.171199103691436,138.4871499138307,1,0,0
SA,SEAFORD RISE,HOUSING,-35.204228445880375,138.48486373039728,0,1,0
SA,SEATON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.893666160551646,138.5132449342499,10,6,1.6666666666666667
SA,SECOND VALLEY,DISABILITIES|HOUSING,-35.54014465862476,138.25012915157538,3,0,0
SA,SEFTON PARK,HOUSING,-34.87621144851056,138.60650352374608,1,0,0
SA,SELLICKS BEACH,DISABILITIES|FAMILY VIOLENCE|HOUSING|LAW,-35.33083275212956,138.45823116659608,1,0,0
SA,SEMAPHORE,HOUSING,-34.83892429205755,138.48288154033398,6,3,2
SA,SEMAPHORE PARK,HOUSING,-34.8557236934179,138.48538674885154,2,3,0.6666666666666666
SA,SEMAPHORE SOUTH,HOUSING,-34.847191576937036,138.48053215756622,24,0,0
SA,SHEIDOW PARK,HOUSING|SUPPORT & COUNSELLING,-35.07925819417482,138.52736678247697,1,0,0
SA,SMITHFIELD,DISABILITIES|HOUSING|MENTAL HEALTH,-34.6848607180857,138.68622694390078,7,2,3.5
SA,SMITHFIELD PLAINS,HOUSING,-34.676768116168375,138.67682611679558,13,0,0
SA,SNOWTOWN,HOUSING|SUPPORT & COUNSELLING,-33.76893819003347,138.19946414345873,0,2,0
SA,SOMERTON PARK,HOUSING,-34.996476674671285,138.51985177475913,0,3,0
SA,SOUTH BRIGHTON,HOUSING,-35.025965888400066,138.5253026256777,7,1,7
SA,SOUTH PLYMPTON,FAMILY VIOLENCE|HOUSING|LAW,-34.973764334934835,138.56015585741937,2,4,0.5
SA,SOUTHEND,HOUSING,-37.55801002880351,140.16068329504824,12,0,0
SA,ST AGNES,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.83074594841267,138.7107427795919,1,2,0.5
SA,ST CLAIR,HOUSING|SUPPORT & COUNSELLING,-34.87089128618123,138.53532651328905,12,0,0
SA,ST IVES,HOUSING,-35.11040703905491,138.97990775154597,2,0,0
SA,ST MARYS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.00423129812525,138.57983442913203,1,0,0
SA,ST PETERS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.904995056952735,138.622598626023,0,2,0
SA,STANSBURY,HOUSING,-34.8976359910711,137.76619682770217,1,5,0.2
SA,STEPNEY,HOUSING,-34.91229517238342,138.6292587820633,0,2,0
SA,STIRLING,HOUSING,-35.00356263257214,138.7218246216268,2,0,0
SA,STIRLING NORTH,HOUSING|SUPPORT & COUNSELLING,-32.508602601944354,137.86359962489942,2,0,0
SA,STOCKPORT,HOUSING,-34.329044776554255,138.73667169218632,1,0,0
SA,STOCKWELL,HOUSING,-34.44117027801075,139.05937195009437,4,0,0
SA,STRATHALBYN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.252280042367026,138.87048831674034,2,9,0.2222222222222222
SA,STREAKY BAY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.83210552860909,134.27355152947786,0,1,0
SA,STURT,HOUSING|SUPPORT & COUNSELLING,-35.0227566064243,138.55462358675337,14,2,7
SA,SURREY DOWNS,HOUSING,-34.7918636,138.71418219999998,2,0,0
SA,TAILEM BEND,DISABILITIES|HOUSING,-35.28029626946859,139.47785399616916,1,0,0
SA,TANUNDA,FAMILY VIOLENCE|HOUSING|LAW,-34.521788080421835,138.96026789230856,0,5,0
SA,TAPEROO,HOUSING,-34.80655381404995,138.50028480470445,8,0,0
SA,TARCOOLA,FAMILY VIOLENCE|HOUSING|LAW,-30.725872893870445,134.56604585187344,1,0,0
SA,TEA TREE GULLY,FAMILY VIOLENCE|HOUSING|LAW,-34.82393199743837,138.7332921383323,1,0,0
SA,TEROWIE,DISABILITIES|HOUSING,-33.21264007221513,138.95862970231224,2,0,0
SA,THEBARTON,HOUSING|SUPPORT & COUNSELLING,-34.91518049060064,138.57247830986051,0,1,0
SA,THEVENARD,HOUSING,-32.14566749644518,133.65372412209078,0,2,0
SA,TIDDY WIDDY BEACH,HOUSING,-34.40149272207586,137.94050287521353,1,0,0
SA,TILLEY SWAMP,HOUSING|SUPPORT & COUNSELLING,-36.352555292689516,139.9052947527252,2,0,0
SA,TOORAK GARDENS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.933332338696154,138.63749424249275,1,2,0.5
SA,TORRENSVILLE,HEALTH|HOUSING,-34.9198047505549,138.55979418252488,7,1,7
SA,TOTNESS,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-35.047560133430885,138.8432149359128,2,0,0
SA,TRANMERE,HOUSING,-34.9054954423841,138.66211932197012,9,0,0
SA,TROTT PARK,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.07133824294852,138.54011115388792,16,1,16
SA,TUMBY BAY,HOUSING,-34.40076952923918,136.0464144290112,0,2,0
SA,TWO WELLS,HOUSING,-34.602038458453265,138.52472034271398,14,0,0
SA,UMUWA,HOUSING|SUPPORT & COUNSELLING,-26.47801156151789,132.02528477373446,0,2,0
SA,UNDERDALE,HOUSING|LAW|SUPPORT & COUNSELLING,-34.91954788235575,138.54909210521004,4,1,4
SA,UNLEY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.94831235841572,138.60647897063413,12,0,0
SA,UPPER STURT,HOUSING,-35.02528543475006,138.6791470433897,1,0,0
SA,URAIDLA,HEALTH|HOUSING,-34.96063484498155,138.74513188579462,0,2,0
SA,VALLEY VIEW,HEALTH|HOUSING,-34.83994039677414,138.66071642497485,1,2,0.5
SA,VICTOR HARBOR,HOUSING,-35.54768507579139,138.61180564285982,7,4,1.75
SA,VISTA,HOUSING,-34.83584005004876,138.7309038130409,15,0,0
SA,WAIKERIE,EMPLOYMENT|HOUSING|LAW|SUPPORT & COUNSELLING,-34.21621763913502,139.9679621869246,3,6,0.5
SA,WALKERVILLE,DISABILITIES|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-34.891888040303016,138.6178491279191,0,2,0
SA,WALLAROO,HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.9441820030297,137.63178549565197,0,5,0
SA,WARBURTO,HOUSING,-34.00023129786908,137.59292403684555,2,0,0
SA,WARRADALE,HOUSING,-35.0074001198036,138.53562791892747,4,2,2
SA,WATTLE PARK,HOUSING,-34.927259192753546,138.6784890917278,0,1,0
SA,WAYVILLE,ALCOHOL & OTHER DRUGS|EMPLOYMENT|FOOD|HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.944879733562,138.59127571982478,1,7,0.14285714285714285
SA,WEDGE ISLAND,HOUSING,-35.156356807402744,136.46608507369368,17,0,0
SA,WELLAND,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-34.903891657997086,138.5587531389679,0,1,0
SA,WEST BEACH,DISABILITIES|HOUSING,-34.94521655839981,138.50881516282314,1,2,0.5
SA,WEST CROYDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.88901027766746,138.55903256647315,0,1,0
SA,WEST LAKES,HOUSING,-34.873448165986225,138.49483433985287,0,1,0
SA,WEST LAKES SHORE,HOUSING,-34.865827019340536,138.48493481498497,2,0,0
SA,WESTBOURNE PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.97164687027753,138.59524831298953,9,5,1.8
SA,WHITE HILL,HOUSING,-35.13909689081525,139.20933941302073,9,0,0
SA,WHYALLA,HEALTH|HOUSING|LAW,-33.037964569895266,137.5753124512701,8,9,0.8888888888888888
SA,WHYALLA BARSON,HOUSING,-32.97404304311262,137.5647904733358,1,0,0
SA,WHYALLA NORRIE,HOUSING|SUPPORT & COUNSELLING,-33.02765434499083,137.5396884675127,4,2,2
SA,WHYALLA PLAYFORD,FAMILY VIOLENCE|HOUSING|LAW,-33.02896992571415,137.55910978526512,16,0,0
SA,WHYALLA STUART,HEALTH|HOUSING,-33.03292666814948,137.51909035748534,6,5,1.2
SA,WILLASTON,HEALTH|HOUSING,-34.58635709892284,138.74115132170445,1,1,1
SA,WILLIAMSTOWN,HEALTH|HOUSING,-34.66788534297864,138.89529660810527,2,3,0.6666666666666666
SA,WILLOW BANKS,HOUSING,-35.055709368888635,139.34547317222237,20,0,0
SA,WILLUNGA,HOUSING,-35.26550327001197,138.5689414887454,0,1,0
SA,WINDSOR GARDENS,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-34.86553850819436,138.6543453081239,8,0,0
SA,WINGFIELD,HOUSING,-34.841032392350556,138.56104749179235,6,0,0
SA,WOODCROFT,HOUSING,-35.10321855925859,138.56241007105783,91,3,30.333333333333332
SA,WOODFORDE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.90478622752015,138.70840201422575,5,0,0
SA,WOODSIDE,HOUSING,-34.95382595604024,138.90620612768262,9,2,4.5
SA,WOODVILLE,HEALTH|HOUSING,-34.87717883759962,138.5379502070139,1,8,0.125
SA,WOODVILLE GARDENS,HOUSING,-34.867416511987386,138.55222351520518,20,0,0
SA,WOODVILLE NORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.86608149811763,138.54152701591929,1,0,0
SA,WOODVILLE WEST,HOUSING,-34.88506659628712,138.5265833733886,2,3,0.6666666666666666
SA,WUDINNA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.05784260606564,135.46838120788343,0,1,0
SA,WYNN VALE,HOUSING,-34.799418937867515,138.68714396512286,13,1,13
SA,YAHL,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.88160447795643,140.84479343620262,0,2,0
SA,YANKALILLA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-35.46828829889609,138.35611219016454,0,3,0
SA,YATALA VALE,HOUSING,-34.79401559077978,138.74053773754187,10,0,0
SA,YELTA,HOUSING,-34.06475508983399,137.61816678132666,3,0,0
