State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
WA,MOBRUP,HOUSING,-34.12499781977507,116.92986055390696,2,0,0
WA,MONKEY MIA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-25.800384667018154,113.7055953696004,1,0,0
WA,MOORA,HOUSING,-30.61528104946088,116.008458626996,1,0,0
WA,MORAWA,HEALTH|HOUSING,-29.20660576254207,116.0011427819016,0,2,0
WA,MORESBY,HOUSING,-28.735269461845235,114.67239454243236,1,0,0
WA,MORLEY,HOUSING|LAW|SUPPORT & COUNSELLING,-31.887604202380654,115.91015536531533,68,1,68
WA,MOSMAN PARK,HOUSING,-32.014845553172556,115.7655527551827,18,4,4.5
WA,MOUNT BARKER,HOUSING,-34.61759854715828,117.63446251077215,7,3,2.3333333333333335
WA,MOUNT CLAREMONT,FAMILY VIOLENCE|HOUSING|LAW,-31.96030534512193,115.78032906960254,20,0,0
WA,MOUNT HARDMAN,HOUSING,-17.955934068575736,124.87569365001217,0,1,0
WA,MOUNT HAWTHORN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.92008057825012,115.8350704225289,2,1,2
WA,MOUNT HELENA,HOUSING,-31.85815870982759,116.2094910652227,3,0,0
WA,MOUNT LAWLEY,HOUSING,-31.930101717576072,115.87460717801869,11,2,5.5
WA,MOUNT MAGNET,HOUSING,-28.067104238819002,117.8695745113222,4,0,0
WA,MOUNT PLEASANT,FAMILY VIOLENCE|HOUSING|LAW,-32.028212810169016,115.84894637879049,10,0,0
WA,MUCKENBURRA,HOUSING|LAW,-31.33044806889836,115.767635980704,2,0,0
WA,MULLALOO,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.77838643405815,115.74262840005747,87,0,0
WA,MULLEWA,DISABILITIES|HEALTH|HOUSING,-28.494993724785974,115.55004941898805,0,1,0
WA,MULLINGAR,HOUSING,-30.680137077596882,121.49138764203367,28,0,0
WA,MUNDARING,DISABILITIES|HOUSING,-31.92325716900451,116.16365497980772,1,0,0
WA,MUNSTER,HOUSING,-32.13915912000147,115.79080888469198,1,0,0
WA,MURDOCH,HOUSING,-32.06987079240893,115.83756059351106,1,0,0
WA,NABAWA,FAMILY VIOLENCE|HOUSING|LAW,-28.497044896838734,114.77363139138716,1,0,0
WA,NAIRIBIN,HOUSING,-33.33330174321578,117.9306734159619,2,0,0
WA,NANGA BROOK,HOUSING,-32.85069239838959,116.09586071918939,6,0,0
WA,NARROGIN,HOUSING,-32.936523414147544,117.17197293499835,21,1,21
WA,NEDLANDS,FAMILY VIOLENCE|HOUSING|LAW,-31.97985836627204,115.80566381035622,11,0,0
WA,NEERABUP,HOUSING|SUPPORT & COUNSELLING,-31.684210382504205,115.76904750397765,19,0,0
WA,NEWMAN,HOUSING|SUPPORT & COUNSELLING,-22.96094525107276,119.93340575650646,5,1,5
WA,NGAANYATJARRA-GILES,HOUSING,-25.27073166216801,128.11508024869286,0,3,0
WA,NOLLAMARA,EMPLOYMENT|HOUSING,-31.880173667451373,115.84543742547382,156,1,156
WA,NORANDA,HOUSING,-31.873312013574342,115.89899901470407,1,0,0
WA,NORPA,HOUSING,-31.581332976822306,118.39324706693967,4,0,0
WA,NORSEMAN,HOUSING,-32.24033530747418,120.88130866798896,2,0,0
WA,NORTH BEACH,FAMILY VIOLENCE|HOUSING|LAW,-31.867975615925964,115.75437725532404,1,0,0
WA,NORTH COOGEE,HOUSING|SUPPORT & COUNSELLING,-32.093000321414635,115.75938896867869,1,0,0
WA,NORTH FREMANTLE,HOUSING,-32.03750863041482,115.74681592298357,5,0,0
WA,NORTH PERTH,HOUSING|LAW|SUPPORT & COUNSELLING,-31.927110780372338,115.85302991520338,18,1,18
WA,NORTHAM,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.65253026365734,116.66548158028722,12,9,1.3333333333333333
WA,NORTHBRIDGE,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.946137446944388,115.85556653612392,39,18,2.1666666666666665
WA,NULSEN,HOUSING,-33.855796999999995,121.8670496,1,0,0
WA,O'CONNOR,DISABILITIES|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-32.05958499469893,115.79237134327974,0,1,0
WA,OAKFORD,HOUSING,-32.181452799999995,115.91761919999999,1,0,0
WA,OCEAN REEF,HOUSING,-31.75858895040588,115.7357796868113,1,0,0
WA,ONSLOW,HOUSING,-21.679152710764544,115.14893481381576,1,0,0
WA,ORANGE GROVE,HOUSING,-32.038677562167095,116.0289855109397,2,0,0
WA,ORELIA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.234898404083616,115.82999547440318,6,0,0
WA,OSBORNE PARK,HOUSING|SUPPORT & COUNSELLING,-31.904775801535997,115.8168511794965,15,2,7.5
WA,PADBURY,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-31.806475255404163,115.76932886688837,12,0,0
WA,PALMYRA,FAMILY VIOLENCE|HOUSING|LAW,-32.044966980121565,115.78588677992533,30,0,0
WA,PARKER RANGE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.8433515772023,119.783413195922,2,0,0
WA,PARKERVILLE,HOUSING,-31.866556494966474,116.13359303650864,30,0,0
WA,PARKWOOD,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.04778329459459,115.91498493755883,3,0,0
WA,PARMELIA,HOUSING,-32.24671570478789,115.82746264410176,8,0,0
WA,PEAK HILL,HOUSING|SUPPORT & COUNSELLING,-25.28845555003419,118.2881332220159,1,0,0
WA,PEARSALL,HOUSING,-31.78143846675294,115.81876164902515,1,0,0
WA,PEERABEELUP,HOUSING,-34.3228218401274,115.78440001722859,3,0,0
WA,PERTH,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-31.953946654076066,115.85823443284073,1633,44,37.11363636363637
WA,PERTH AIRPORT,HOUSING,-31.944227134252397,115.97217625631014,14,0,0
WA,PIARA WATERS,HOUSING|SUPPORT & COUNSELLING,-32.13349183563384,115.91641197892983,153,0,0
WA,PICKERING BROOK,HOUSING,-32.04950180176938,116.19471861855239,12,0,0
WA,PICTON,HOUSING,-33.34718596219361,115.70154403383206,1,0,0
WA,PINGELLY,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.53124298855686,117.08566611367031,2,0,0
WA,PINJARRA,EMPLOYMENT|FOOD|HEALTH|HOUSING|SUPPORT & COUNSELLING,-32.617230439671125,115.87711126929351,27,1,27
WA,PORT ALBANY,FAMILY VIOLENCE|HOUSING|LAW,-35.03358284784252,117.90658670130651,4,0,0
WA,PORT DENISON,HOUSING,-29.286283519580522,114.93415931132418,7,1,7
WA,PORT HEDLAND,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-20.341910516428708,118.64238831263836,10,1,10
WA,PORT KENNEDY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.37222933878343,115.7538020875227,24,1,24
WA,QUEENS PARK,HOUSING,-32.002977700708676,115.94620399450808,11,1,11
WA,QUINNS ROCKS,FAMILY VIOLENCE|HOUSING|LAW,-31.6541632,115.7007322,9,0,0
WA,RANGEWAY,HOUSING,-28.786532746166724,114.63062598798983,5,0,0
WA,RAVENSTHORPE,HOUSING,-33.5204384609787,120.02651333649764,1,0,0
WA,RAVENSWOOD,FAMILY VIOLENCE|HOUSING|LAW,-32.5791315,115.8272011,1,0,0
WA,REDCLIFFE,HOUSING,-31.938471471309295,115.94648970867254,31,0,0
WA,RIDGEWOOD,FAMILY VIOLENCE|HOUSING|LAW,-31.66150415863354,115.72261495282072,87,0,0
WA,RIVERTON,HOUSING,-32.03461621834517,115.89897023472284,8,0,0
WA,RIVERVALE,HOUSING,-31.96053006106524,115.91595144584855,27,0,0
WA,ROCKINGHAM,HEALTH|HOUSING|SUPPORT & COUNSELLING,-32.282250133418856,115.73900005102206,99,16,6.1875
WA,ROEBOURNE,HOUSING|SUPPORT & COUNSELLING,-20.754001438304133,117.17819701023494,0,3,0
WA,ROELANDS,HOUSING,-33.2943339605868,115.8663530919592,3,0,0
WA,ROLEYSTONE,HOUSING,-32.12267489517816,116.08486069126795,3,1,3
WA,ROSA BROOK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.94931961761608,115.1919354862519,18,0,0
WA,ROSSMORE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.406242605741273,116.76383936988124,13,0,0
WA,ROSSMOYNE,FAMILY VIOLENCE|HOUSING|LAW,-32.03960397451736,115.86791634272534,1,0,0
WA,SABINA RIVER,HOUSING,-33.74659992755392,115.42715949325056,1,0,0
WA,SAFETY BAY,HOUSING,-32.30451816034889,115.73051806685265,6,0,0
WA,SALTER POINT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.02367505248972,115.86580693482532,0,3,0
WA,SAMSON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.069951747585556,115.79767627188913,3,0,0
WA,SAWYERS VALLEY,HOUSING,-31.960484908636197,116.25214437700974,2,0,0
WA,SCARBOROUGH,HOUSING,-31.896501231897016,115.76538852505615,35,2,17.5
WA,SECRET HARBOUR,HOUSING,-32.4049178,115.7680975,22,0,0
WA,SEVILLE GROVE,HOUSING,-32.13628446125676,115.98937712673406,5,0,0
WA,SHARK BAY,FOOD|HOUSING,-25.938842102640205,113.71781381530631,2,0,0
WA,SHELLEY,HOUSING|SUPPORT & COUNSELLING,-32.0301258,115.8884981,2,0,0
WA,SHENTON PARK,DISABILITIES|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.9571838218021,115.8053242189678,2,2,1
WA,SHOALWATER,HOUSING,-32.29163252223075,115.70253908751853,9,0,0
WA,SINCLAIR,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.863413234486494,121.87379430349763,9,0,0
WA,SINGLETON,HOUSING,-32.44403625751997,115.7568946897889,2,0,0
WA,SOMERVILLE,HOUSING,-30.7694091017918,121.45486862159638,1,0,0
WA,SORRENTO,HOUSING,-31.827843069386752,115.75368008022572,15,0,0
WA,SOUTH BOULDER,HOUSING|SUPPORT & COUNSELLING,-30.7858533,121.4850443,1,0,0
WA,SOUTH BUNBURY,HOUSING|SUPPORT & COUNSELLING,-33.34859890217729,115.63302946268915,4,1,4
WA,SOUTH FREMANTLE,HOUSING|SUPPORT & COUNSELLING,-32.07176643161175,115.75444993660972,5,0,0
WA,SOUTH HEDLAND,HOUSING|SUPPORT & COUNSELLING,-20.406660774656444,118.60021079354115,10,12,0.8333333333333334
WA,SOUTH LAKE,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.10732873859706,115.84087277316803,4,0,0
WA,SOUTH PERTH,HOUSING,-31.978794308881422,115.86269295293663,14,2,7
WA,SOUTH STIRLING,FAMILY VIOLENCE|HOUSING|LAW,-34.63459260280798,118.25238163605184,6,0,0
WA,SOUTHERN RIVER,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.106619461309286,115.96044355539462,194,0,0
WA,SPALDING,HOUSING,-28.735075915511864,114.63636217764136,6,0,0
WA,SPEARWOOD,HOUSING,-32.104293989743425,115.78379161873123,5,0,0
WA,SPENCER PARK,HOUSING,-35.006795,117.89086,5,0,0
WA,ST JAMES,HOUSING,-31.999994846424382,115.90976309733497,35,0,0
WA,STIRLING,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.885121460753904,115.8110241291745,27,1,27
WA,STONEVILLE,HOUSING,-31.858620765493793,116.16525177139742,4,0,0
WA,STRATTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.8657415,116.0334461,4,0,0
WA,SUBIACO,DISABILITIES|EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-31.948704570349975,115.82445231504154,20,2,10
WA,SUCCESS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-32.14250632699726,115.84958186167066,2,2,1
WA,SWAN VIEW,HOUSING,-31.884225899999997,116.0440234,11,0,0
WA,SWANBOURNE,HOUSING,-31.970698576010946,115.76369883134574,0,1,0
WA,TALBOT,HOUSING|SUPPORT & COUNSELLING,-32.02309549812782,116.66733014761836,6,0,0
WA,TAPPING,HOUSING,-31.7237452,115.7985575,6,0,0
WA,TARCOOLA BEACH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-28.809436924672216,114.62162098309638,74,0,0
WA,THE SPECTACLES,HOUSING,-32.220379270392705,115.83904390012884,0,2,0
WA,THORNLIE,HOUSING,-32.06005946534165,115.9550733643441,75,0,0
WA,TOM PRICE,FAMILY VIOLENCE|HOUSING|LAW,-22.687365020083252,117.78764433291404,2,0,0
WA,TOODYAY,HOUSING|SUPPORT & COUNSELLING,-31.578246389753097,116.43312659714528,2,0,0
WA,TUART HILL,HOUSING|SUPPORT & COUNSELLING,-31.897994478073027,115.83503365445044,42,0,0
WA,TWO ROCKS,HOUSING,-31.485440478264085,115.61644831003782,13,0,0
WA,UPPER SWAN,HOUSING,-31.763863549037257,116.04072053741294,70,0,0
WA,VICTORIA PARK,EMPLOYMENT|FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-31.975511790526618,115.8934379343474,94,6,15.666666666666666
WA,VICTORY HEIGHTS,HOUSING,-30.778892274729365,121.47274191744617,1,0,0
WA,WAGIN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.30170005647856,117.34536107266935,2,0,0
WA,WAIKIKI,DISABILITIES|HOUSING,-32.31612868424226,115.76534557005536,65,0,0
WA,WALEBING,HOUSING,-30.685515253898913,116.21906277110537,3,0,0
WA,WANDI,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.1943000664408,115.87627640680141,81,0,0
WA,WANGARA,FAMILY VIOLENCE|HOUSING|LAW,-31.793983379732133,115.8314049407389,1,0,0
WA,WANNANUP,HOUSING,-32.60149898135289,115.64952262985867,0,1,0
WA,WANNEROO,EMPLOYMENT|HOUSING|SUPPORT & COUNSELLING,-31.75743803106309,115.81615799503031,21,1,21
WA,WARBURTON,HOUSING,-26.129463340338205,126.7113688014787,1,1,1
WA,WARMUN,HOUSING,-17.026525643958006,128.22362914492453,1,0,0
WA,WARNBRO,HOUSING,-32.3318375,115.7582831,7,0,0
WA,WAROONA,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.8359151,115.93782279999999,6,0,0
WA,WARWICK,HOUSING,-31.83966219199457,115.80868931451884,27,2,13.5
WA,WATERLOO,HOUSING,-33.328055946187305,115.76253957768269,1,0,0
WA,WATTLE GROVE,HOUSING,-32.00664483313116,116.0012764372544,6,0,0
WA,WATTLEUP,HOUSING,-32.167695218259,115.8130429186904,5,0,0
WA,WELLARD,HOUSING,-32.26628150526822,115.84633045475017,33,0,0
WA,WELSHPOOL,FAMILY VIOLENCE|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.99260865262857,115.94898762361352,0,1,0
WA,WEMBLEY,FAMILY VIOLENCE|HOUSING|LAW,-31.93309681413448,115.81775243154775,4,0,0
WA,WEMBLEY DOWNS,FAMILY VIOLENCE|HOUSING|LAW,-31.9106062,115.7717203,43,0,0
WA,WEST BEACH,FAMILY VIOLENCE|HOUSING|LAW,-33.87739383826737,121.84142933703528,3,0,0
WA,WEST BUSSELTON,HOUSING|SUPPORT & COUNSELLING,-33.66088248684779,115.32369791428707,1,0,0
WA,WEST LEEDERVILLE,HOUSING,-31.937851588552682,115.83326338946046,8,2,4
WA,WEST PERTH,HOUSING|LAW,-31.946288145230263,115.84547252330056,5,12,0.4166666666666667
WA,WESTMINSTER,HOUSING,-31.867350382763984,115.83929037903253,4,0,0
WA,WHITBY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.28296882336235,116.01529922757433,3,0,0
WA,WHITE GUM VALLEY,HOUSING,-32.060307801171774,115.77056670215374,1,0,0
WA,WILBINGA,HOUSING,-31.40499610423619,115.61554594850419,2,0,0
WA,WILLAGEE,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.052025832977804,115.80526594445661,8,0,0
WA,WILLETTON,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.05247964151746,115.88783024120174,43,0,0
WA,WILSON,EMPLOYMENT|HOUSING|SUPPORT & COUNSELLING,-32.020379621542624,115.91183021447691,1,1,1
WA,WINDY HARBOUR,HOUSING,-34.779941091199746,116.07375023230279,1,0,0
WA,WINTHROP,HOUSING,-32.05221400983289,115.8296459504532,16,0,0
WA,WITCHCLIFFE,HOUSING,-34.013972146034355,115.112199664671,1,0,0
WA,WITHERS,HOUSING,-33.36808909959638,115.63032893306116,4,0,0
WA,WOODBRIDGE,HOUSING,-31.89090985874668,115.99336226705006,1,0,0
WA,WOODLANDS,HOUSING,-31.908150609724046,115.7921741129804,0,1,0
WA,WOODRIDGE,FAMILY VIOLENCE|HOUSING|LAW,-31.333749773508455,115.5962686526772,1,0,0
WA,WOODVALE,HOUSING,-31.789344354930474,115.79638653400339,14,1,14
WA,WOOROLOO,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.804224001156584,116.32068275340484,2,0,0
WA,WOOTTATING,HOUSING,-31.868024559904747,116.44350660797627,1,0,0
WA,WYALKATCHEM,DISABILITIES|HOUSING|MENTAL HEALTH,-31.273257937863704,117.367091278311,0,7,0
WA,WYNDHAM,ALCOHOL & OTHER DRUGS|FOOD|HEALTH|HOUSING,-15.608396206169516,128.21356219062457,0,4,0
WA,XANTIPPE,HOUSING,-30.23259584045429,117.01176869936266,1,0,0
WA,YABBERUP,HOUSING,-33.51957548717568,116.03007930793162,6,0,0
WA,YALGOO,HOUSING,-28.186141922062387,116.75395927674099,2,0,0
WA,YALLINGUP SIDING,HOUSING,-33.69781349302104,115.10154088607922,4,0,0
WA,YANCHEP,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.525589501145042,115.73812274776913,30,1,30
WA,YANGEBUP,HOUSING,-32.12071757530518,115.8162397236123,83,0,0
WA,YARRAGADEE,HOUSING,-29.11954977828018,115.40642051641238,2,0,0
WA,YOKINE,FAMILY VIOLENCE|HOUSING|LAW,-31.9015,115.8472,8,0,0
WA,YORK,DISABILITIES|HEALTH|HOUSING,-31.87381117756813,116.77742684576644,3,2,1.5
WA,YOURDAMUNG LAKE,HOUSING,-33.13830954221261,116.30663671588742,20,0,0
